;ordered;reodered;random;saw;sinusoidal;step;quasi ordered;;ordered;reodered;random;saw;sinusoidal;step;quasi ordered
;;;;;;;;;351,0351035;648,9648965;223,8407615;760,10001;793,8926261;3398,232364;3524,238038
;;;;;;;;;351,1351135;648,8648865;829,9146003;770,10001;818,7119949;3398,007314;3493,344522
;;;;;;;;;351,2351235;648,7648765;105,110273;780,10001;842,273553;3393,655441;3478,61735
;;;;;;;;;351,3351335;648,6648665;358,0343708;790,10001;864,4843137;3408,172295;3465,889898
;;;;;;;;;351,4351435;648,5648565;751,9732535;800,10001;885,2566214;3401,113374;3548,054725
;;;;;;;;;351,5351535;648,4648465;585,0561827;810,10001;904,5084972;3408,076046;3524,724528
;;;;;;;;;351,6351635;648,3648365;709,6868852;820,10001;922,1639628;3403,403943;3466,208949
;;;;;;;;;351,7351735;648,2648265;678,6601981;830,10001;938,15334;3405,879008;3482,476766
;;;;;;;;;351,8351835;648,1648165;860,5879099;840,10001;952,4135262;3393,597237;3561,977187
;;;;;;;;;351,9351935;648,0648065;683,0124756;850,10001;964,8882429;3396,538074;3503,914027
;;;;;;;;;352,0352035;647,9647965;365,431467;860,10001;975,5282581;3394,708414;3543,57821
;;;;;;;;;352,1352135;647,8647865;400,482079;870,10001;984,2915806;3403,218474;3535,395709
;;;;;;;;;352,2352235;647,7647765;43,70885538;880,10001;991,1436254;3409,688916;3552,324752
;;;;;;;;;352,3352335;647,6647665;955,9448468;890,10001;996,0573507;3393,038149;3487,812431
;;;;;;;;;352,4352435;647,5647565;941,2170113;900,10001;999,0133642;3398,522897;3554,68937
;;;;;;;;;352,5352535;647,4647465;519,5232642;910,10001;1000;3390,158737;3551,695086
;;;;;;;;;352,6352635;647,3647365;651,0027238;920,10001;999,0133642;3391,361683;3487,990015
;;;;;;;;;352,7352735;647,2647265;877,9587733;930,10001;996,0573507;3399,520883;3521,248622
;;;;;;;;;352,8352835;647,1647165;654,2771778;940,10001;991,1436254;3393,338733;3502,974984
;;;;;;;;;352,9352935;647,0647065;166,2506131;950,10001;984,2915806;3403,696698;3525,203163
;;;;;;;;;353,0353035;646,9646965;137,6284428;960,10001;975,5282581;3402,68373;3553,651154
;;;;;;;;;353,1353135;646,8646865;834,0610254;970,10001;964,8882429;3397,170618;3539,72602
;;;;;;;;;353,2353235;646,7646765;353,6092102;980,10001;952,4135262;3396,285628;3483,108187
;;;;;;;;;353,3353335;646,6646665;219,2830035;990,10001;938,15334;3390,569278;3561,757453
;;;;;;;;;353,4353435;646,5646565;620,0064458;1000,10001;922,1639628;3403,840854;3531,247826
;;;;;;;;;353,5353535;646,4646465;70,67688482;0,100010001;904,5084972;3492,814303;3531,284923
;;;;;;;;;353,6353635;646,3646365;670,5700793;10,10001;885,2566214;3501,734145;3526,707722
;;;;;;;;;353,7353735;646,2646265;101,0018429;20,10001;864,4843137;3509,334768;3529,291117
;;;;;;;;;353,8353835;646,1646165;963,2737425;30,10001;842,273553;3494,06868;3532,3823
;;;;;;;;;353,9353935;646,0646065;197,7893441;40,10001;818,7119949;3498,851998;3552,799165
;;;;;;;;;354,0354035;645,9645965;692,5581086;50,10001;793,8926261;3498,974562;3555,325176
;;;;;;;;;354,1354135;645,8645865;762,9247421;60,10001;767,9133975;3493,522231;3531,312481
;;;;;;;;;354,2354235;645,7645765;565,3896421;70,10001;740,8768371;3498,149638;3552,356139
;;;;;;;;;354,3354335;645,6645665;780,7661666;80,10001;712,8896458;3505,760279;3558,223107
;;;;;;;;;354,4354435;645,5645565;764,4896299;90,10001;684,0622763;3507,292656;3540,146258
;;;;;;;;;354,5354535;645,4645465;455,5582106;100,10001;654,5084972;3505,895751;3548,519223
;;;;;;;;;354,6354635;645,3645365;141,9619662;110,10001;624,3449436;3495,441907;3522,919198
;;;;;;;;;354,7354735;645,2645265;93,50929223;120,10001;593,6906573;3493,760535;3547,18559
;;;;;;;;;354,8354835;645,1645165;94,79376883;130,10001;562,6666168;3499,228271;3565,681474
;;;;;;;;;354,9354935;645,0645065;510,116083;140,10001;531,3952598;3504,099433;3592,853664
;;;;;;;;;355,0355036;644,9644964;555,3226542;150,10001;500;3490,005139;3536,784895
;;;;;;;;;355,1355136;644,8644864;816,9383876;160,10001;468,6047402;3491,649275;3543,999247
;;;;;;;;;355,2355236;644,7644764;833,917432;170,10001;437,3333832;3501,464902;3594,915076
;;;;;;;;;355,3355336;644,6644664;44,95069531;180,10001;406,3093427;3507,236229;3526,733956
;;;;;;;;;355,4355436;644,5644564;733,9901274;190,10001;375,6550564;3499,446716;3556,113371
;;;;;;;;;355,5355536;644,4644464;542,8708249;200,10001;345,4915028;3504,356517;3545,717165
;;;;;;;;;355,6355636;644,3644364;898,9896676;210,10001;315,9377237;3497,982236;3549,432645
;;;;;;;;;355,7355736;644,2644264;511,17385;220,10001;287,1103542;3504,153127;3528,566139
;;;;;;;;;355,8355836;644,1644164;982,6317082;230,10001;259,1231629;3501,961777;3537,013853
;;;;;;;;;355,9355936;644,0644064;365,6347264;240,10001;232,0866025;3499,789213;3565,463844
;;;;;;;;;356,0356036;643,9643964;975,4755702;250,10001;206,1073739;3502,621179;3535,610056
;;;;;;;;;356,1356136;643,8643864;256,6602625;260,10001;181,2880051;3501,215825;3546,921979
;;;;;;;;;356,2356236;643,7643764;507,875482;270,10001;157,726447;3491,531061;3513,1619
;;;;;;;;;356,3356336;643,6643664;600,5633671;280,10001;135,5156863;3491,56096;3603,865934
;;;;;;;;;356,4356436;643,5643564;644,7596011;290,10001;114,7433786;3494,827054;3521,485838
;;;;;;;;;356,5356536;643,4643464;979,3136226;300,10001;95,49150281;3495,882578;3562,167838
;;;;;;;;;356,6356636;643,3643364;241,5001816;310,10001;77,83603725;3499,756875;3559,708273
;;;;;;;;;356,7356736;643,2643264;878,2180394;320,10001;61,84665998;3496,226909;3539,112195
;;;;;;;;;356,8356836;643,1643164;868,5587789;330,10001;47,58647377;3493,269565;3522,033368
;;;;;;;;;356,9356936;643,0643064;589,1143989;340,10001;35,11175706;3506,238026;3542,548037
;;;;;;;;;357,0357036;642,9642964;657,3438792;350,10001;24,47174185;3503,466207;3576,162213
;;;;;;;;;357,1357136;642,8642864;950,2408585;360,10001;15,70841944;3492,355736;3604,534949
;;;;;;;;;357,2357236;642,7642764;929,5869286;370,10001;8,856374636;3498,345513;3592,155425
;;;;;;;;;357,3357336;642,6642664;768,4447616;380,10001;3,942649343;3497,058375;3563,712574
;;;;;;;;;357,4357436;642,5642564;124,8229083;390,10001;0,986635786;3508,539873;3604,749564
;;;;;;;;;357,5357536;642,4642464;126,7611716;400,10001;0;3503,546523;3612,335728
;;;;;;;;;357,6357636;642,3642364;789,3546471;410,10001;0,986635786;3505,703934;3528,435597
;;;;;;;;;357,7357736;642,2642264;764,663098;420,10001;3,942649343;3499,351634;3601,141342
;;;;;;;;;357,8357836;642,1642164;1,802986134;430,10001;8,856374636;3492,812109;3599,050997
;;;;;;;;;357,9357936;642,0642064;981,7754922;440,10001;15,70841944;3491,515965;3576,99781
;;;;;;;;;358,0358036;641,9641964;575,5782231;450,10001;24,47174185;3506,230405;3555,367271
;;;;;;;;;358,1358136;641,8641864;282,3830758;460,10001;35,11175706;3492,505471;3564,387947
;;;;;;;;;358,2358236;641,7641764;165,9601493;470,10001;47,58647377;3503,416768;3577,783447
;;;;;;;;;358,3358336;641,6641664;584,169775;480,10001;61,84665998;3496,873612;3620,894259
;;;;;;;;;358,4358436;641,5641564;384,0784654;490,10001;77,83603725;3495,579408;3578,012831
;;;;;;;;;358,5358536;641,4641464;324,6899982;500,10001;95,49150281;3500,806887;3565,611125
;;;;;;;;;358,6358636;641,3641364;552,3513012;510,10001;114,7433786;3493,738143;3625,108198
;;;;;;;;;358,7358736;641,2641264;261,1053392;520,10001;135,5156863;3504,447823;3613,565373
;;;;;;;;;358,8358836;641,1641164;822,6058739;530,10001;157,726447;3495,991803;3580,818256
;;;;;;;;;358,9358936;641,0641064;606,6608195;540,10001;181,2880051;3499,47025;3579,723299
;;;;;;;;;359,0359036;640,9640964;14,71932894;550,10001;206,1073739;3499,85093;3565,740988
;;;;;;;;;359,1359136;640,8640864;375,04271;560,10001;232,0866025;3504,56227;3546,722611
;;;;;;;;;359,2359236;640,7640764;685,4666947;570,10001;259,1231629;3503,652951;3576,551228
;;;;;;;;;359,3359336;640,6640664;666,6913081;580,10001;287,1103542;3508,265129;3618,417086
;;;;;;;;;359,4359436;640,5640564;116,7846962;590,10001;315,9377237;3508,894285;3598,332951
;;;;;;;;;359,5359536;640,4640464;205,3332153;600,10001;345,4915028;3505,170352;3588,45688
;;;;;;;;;359,6359636;640,3640364;745,3645732;610,10001;375,6550564;3495,810946;3585,84887
;;;;;;;;;359,7359736;640,2640264;194,5523941;620,10001;406,3093427;3493,094857;3642,335813
;;;;;;;;;359,8359836;640,1640164;800,7184817;630,10001;437,3333832;3490,903721;3567,720573
;;;;;;;;;359,9359936;640,0640064;68,68908942;640,10001;468,6047402;3492,678984;3614,795882
;;;;;;;;;360,0360036;639,9639964;256,0678564;650,10001;500;3497,635462;3572,9682
;;;;;;;;;360,1360136;639,8639864;692,054318;660,10001;531,3952598;3494,529047;3626,986404
;;;;;;;;;360,2360236;639,7639764;253,3087019;670,10001;562,6666168;3499,142826;3625,801694
;;;;;;;;;360,3360336;639,6639664;999,5067135;680,10001;593,6906573;3497,570765;3632,679556
;;;;;;;;;360,4360436;639,5639564;462,726391;690,10001;624,3449436;3491,215722;3566,33665
;;;;;;;;;360,5360536;639,4639464;209,4449107;700,10001;654,5084972;3502,883934;3577,092722
;;;;;;;;;360,6360636;639,3639364;502,0710489;710,10001;684,0622763;3495,198608;3596,47231
;;;;;;;;;360,7360736;639,2639264;295,7640116;720,10001;712,8896458;3503,221138;3648,64315
;;;;;;;;;360,8360836;639,1639164;360,90393;730,10001;740,8768371;3492,265555;3600,038362
;;;;;;;;;360,9360936;639,0639064;715,86445;740,10001;767,9133975;3502,018957;3626,022334
;;;;;;;;;361,0361036;638,9638964;596,5089518;750,10001;793,8926261;3499,219696;3630,2782
;;;;;;;;;361,1361136;638,8638864;851,26844;760,10001;818,7119949;3507,406581;3631,717817
;;;;;;;;;361,2361236;638,7638764;925,1363221;770,10001;842,273553;3495,604937;3657,579446
;;;;;;;;;361,3361336;638,6638664;905,4033911;780,10001;864,4843137;3496,682411;3651,894676
;;;;;;;;;361,4361436;638,5638564;507,0103724;790,10001;885,2566214;3492,420106;3642,567346
;;;;;;;;;361,5361536;638,4638464;535,1079421;800,10001;904,5084972;3490,725883;3574,291204
;;;;;;;;;361,6361636;638,3638364;620,8100741;810,10001;922,1639628;3491,972869;3635,606448
;;;;;;;;;361,7361736;638,2638264;81,22798383;820,10001;938,15334;3493,453386;3585,076746
;;;;;;;;;361,8361836;638,1638164;524,2595777;830,10001;952,4135262;3499,88183;3661,852764
;;;;;;;;;361,9361936;638,0638064;399,8684765;840,10001;964,8882429;3493,162129;3649,736167
;;;;;;;;;362,0362036;637,9637964;274,9243281;850,10001;975,5282581;3498,268717;3652,86212
;;;;;;;;;362,1362136;637,8637864;374,145896;860,10001;984,2915806;3490,206883;3654,764243
;;;;;;;;;362,2362236;637,7637764;556,8008516;870,10001;991,1436254;3490,443596;3614,003524
;;;;;;;;;362,3362336;637,6637664;837,3957288;880,10001;996,0573507;3495,162468;3598,76949
;;;;;;;;;362,4362436;637,5637564;5,808764752;890,10001;999,0133642;3494,747446;3661,160569
;;;;;;;;;362,5362536;637,4637464;565,3598206;900,10001;1000;3509,620041;3664,627878
;;;;;;;;;362,6362636;637,3637364;190,5567734;910,10001;999,0133642;3496,69841;3665,27665
;;;;;;;;;362,7362736;637,2637264;497,5564448;920,10001;996,0573507;3495,678676;3671,194838
;;;;;;;;;362,8362836;637,1637164;935,5039567;930,10001;991,1436254;3508,846165;3582,787962
;;;;;;;;;362,9362936;637,0637064;656,1909924;940,10001;984,2915806;3502,752759;3671,331359
;;;;;;;;;363,0363036;636,9636964;399,1241935;950,10001;975,5282581;3497,351339;3658,243377
;;;;;;;;;363,1363136;636,8636864;801,5292808;960,10001;964,8882429;3491,694175;3645,542744
;;;;;;;;;363,2363236;636,7636764;955,0328945;970,10001;952,4135262;3490,719718;3640,011609
;;;;;;;;;363,3363336;636,6636664;425,4684917;980,10001;938,15334;3501,942944;3612,395221
;;;;;;;;;363,4363436;636,5636564;312,6940105;990,10001;922,1639628;3490,411585;3645,876426
;;;;;;;;;363,5363536;636,4636464;773,8833164;1000,10001;904,5084972;3493,222409;3644,487451
;;;;;;;;;363,6363636;636,3636364;880,8013103;0,100010001;885,2566214;3603,814674;3641,332106
;;;;;;;;;363,7363736;636,2636264;13,60582583;10,10001;864,4843137;3596,866448;3634,893195
;;;;;;;;;363,8363836;636,1636164;180,3144641;20,10001;842,273553;3598,540854;3601,593637
;;;;;;;;;363,9363936;636,0636064;629,3614601;30,10001;818,7119949;3607,669971;3636,052647
;;;;;;;;;364,0364036;635,9635964;330,6776731;40,10001;793,8926261;3591,401563;3648,086191
;;;;;;;;;364,1364136;635,8635864;929,1472753;50,10001;767,9133975;3591,953368;3678,143412
;;;;;;;;;364,2364236;635,7635764;832,4929825;60,10001;740,8768371;3592,155492;3688,134745
;;;;;;;;;364,3364336;635,6635664;136,9855416;70,10001;712,8896458;3605,382677;3645,199762
;;;;;;;;;364,4364436;635,5635564;273,8177012;80,10001;684,0622763;3595,839666;3609,06471
;;;;;;;;;364,5364536;635,4635464;605,1357002;90,10001;654,5084972;3603,472195;3685,842902
;;;;;;;;;364,6364636;635,3635364;556,4352802;100,10001;624,3449436;3598,063672;3625,331695
;;;;;;;;;364,7364736;635,2635264;360,285567;110,10001;593,6906573;3597,396683;3598,803747
;;;;;;;;;364,8364836;635,1635164;840,955246;120,10001;562,6666168;3606,130893;3661,792835
;;;;;;;;;364,9364936;635,0635064;280,1249894;130,10001;531,3952598;3592,532279;3654,682993
;;;;;;;;;365,0365037;634,9634963;703,5145915;140,10001;500;3608,366025;3621,928538
;;;;;;;;;365,1365137;634,8634863;351,1519717;150,10001;468,6047402;3608,513157;3605,17539
;;;;;;;;;365,2365237;634,7634763;661,43157;160,10001;437,3333832;3590,638073;3609,991155
;;;;;;;;;365,3365337;634,6634663;180,8736816;170,10001;406,3093427;3597,725794;3658,55407
;;;;;;;;;365,4365437;634,5634563;548,5670501;180,10001;375,6550564;3595,786187;3687,437135
;;;;;;;;;365,5365537;634,4634463;629,5086956;190,10001;345,4915028;3599,653812;3692,248179
;;;;;;;;;365,6365637;634,3634363;764,4674846;200,10001;315,9377237;3595,91797;3663,90034
;;;;;;;;;365,7365737;634,2634263;80,75593742;210,10001;287,1103542;3608,084939;3639,858927
;;;;;;;;;365,8365837;634,1634163;443,55029;220,10001;259,1231629;3602,536816;3649,247723
;;;;;;;;;365,9365937;634,0634063;818,0042138;230,10001;232,0866025;3598,048806;3639,322183
;;;;;;;;;366,0366037;633,9633963;264,2236079;240,10001;206,1073739;3592,369349;3671,548367
;;;;;;;;;366,1366137;633,8633863;481,2926462;250,10001;181,2880051;3604,067132;3618,201181
;;;;;;;;;366,2366237;633,7633763;732,2836843;260,10001;157,726447;3603,237608;3670,631044
;;;;;;;;;366,3366337;633,6633663;528,4495879;270,10001;135,5156863;3608,566472;3711,02807
;;;;;;;;;366,4366437;633,5633563;309,8869498;280,10001;114,7433786;3606,931858;3638,71598
;;;;;;;;;366,5366537;633,4633463;945,7024647;290,10001;95,49150281;3594,016485;3656,149923
;;;;;;;;;366,6366637;633,3633363;491,0099945;300,10001;77,83603725;3592,250774;3634,734529
;;;;;;;;;366,7366737;633,2633263;215,5179454;310,10001;61,84665998;3603,212812;3707,719895
;;;;;;;;;366,8366837;633,1633163;922,8839528;320,10001;47,58647377;3602,683981;3716,619093
;;;;;;;;;366,9366937;633,0633063;969,9462616;330,10001;35,11175706;3609,316882;3709,579314
;;;;;;;;;367,0367037;632,9632963;905,3435288;340,10001;24,47174185;3608,838187;3709,763432
;;;;;;;;;367,1367137;632,8632863;410,1415282;350,10001;15,70841944;3594,28692;3631,064825
;;;;;;;;;367,2367237;632,7632763;339,0712576;360,10001;8,856374636;3592,485321;3710,488364
;;;;;;;;;367,3367337;632,6632663;533,3782118;370,10001;3,942649343;3591,305943;3651,635731
;;;;;;;;;367,4367437;632,5632563;21,08520946;380,10001;0,986635786;3591,07926;3661,439913
;;;;;;;;;367,5367537;632,4632463;910,7700784;390,10001;0;3609,833178;3671,542762
;;;;;;;;;367,6367637;632,3632363;461,6675589;400,10001;0,986635786;3590,294342;3701,2492
;;;;;;;;;367,7367737;632,2632263;985,3651159;410,10001;3,942649343;3605,571501;3712,123257
;;;;;;;;;367,8367837;632,1632163;945,1052441;420,10001;8,856374636;3604,956384;3692,141812
;;;;;;;;;367,9367937;632,0632063;23,19452659;430,10001;15,70841944;3595,312374;3654,486877
;;;;;;;;;368,0368037;631,9631963;50,84139967;440,10001;24,47174185;3604,355371;3694,120026
;;;;;;;;;368,1368137;631,8631863;562,3974083;450,10001;35,11175706;3603,655904;3661,496692
;;;;;;;;;368,2368237;631,7631763;552,1902341;460,10001;47,58647377;3597,014959;3702,311526
;;;;;;;;;368,3368337;631,6631663;858,4460311;470,10001;61,84665998;3608,325446;3633,817271
;;;;;;;;;368,4368437;631,5631563;436,5280282;480,10001;77,83603725;3591,222602;3713,279781
;;;;;;;;;368,5368537;631,4631463;115,3982777;490,10001;95,49150281;3595,064;3642,477429
;;;;;;;;;368,6368637;631,3631363;724,3611554;500,10001;114,7433786;3604,190661;3653,848725
;;;;;;;;;368,7368737;631,2631263;358,7373649;510,10001;135,5156863;3591,093332;3662,619249
;;;;;;;;;368,8368837;631,1631163;632,6567308;520,10001;157,726447;3601,839891;3665,970355
;;;;;;;;;368,9368937;631,0631063;413,2843904;530,10001;181,2880051;3601,872697;3644,526418
;;;;;;;;;369,0369037;630,9630963;951,6955846;540,10001;206,1073739;3599,834336;3667,804812
;;;;;;;;;369,1369137;630,8630863;157,1549208;550,10001;232,0866025;3599,603856;3679,241924
;;;;;;;;;369,2369237;630,7630763;131,7538581;560,10001;259,1231629;3595,327419;3737,556083
;;;;;;;;;369,3369337;630,6630663;337,344725;570,10001;287,1103542;3602,302163;3718,163389
;;;;;;;;;369,4369437;630,5630563;433,8679756;580,10001;315,9377237;3604,243042;3647,258574
;;;;;;;;;369,5369537;630,4630463;790,2558512;590,10001;345,4915028;3594,178617;3660,286104
;;;;;;;;;369,6369637;630,3630363;998,4602549;600,10001;375,6550564;3600,189228;3646,962299
;;;;;;;;;369,7369737;630,2630263;442,8358172;610,10001;406,3093427;3599,685058;3737,669488
;;;;;;;;;369,8369837;630,1630163;172,9204571;620,10001;437,3333832;3601,560031;3672,723472
;;;;;;;;;369,9369937;630,0630063;110,5823091;630,10001;468,6047402;3593,599106;3729,645128
;;;;;;;;;370,0370037;629,9629963;801,3529949;640,10001;500;3597,480931;3678,692266
;;;;;;;;;370,1370137;629,8629863;770,1018162;650,10001;531,3952598;3595,67707;3741,116844
;;;;;;;;;370,2370237;629,7629763;744,1658106;660,10001;562,6666168;3606,047303;3735,64108
;;;;;;;;;370,3370337;629,6629663;61,89858769;670,10001;593,6906573;3605,529398;3662,530375
;;;;;;;;;370,4370437;629,5629563;957,5409512;680,10001;624,3449436;3598,501418;3690,54247
;;;;;;;;;370,5370537;629,4629463;681,6578234;690,10001;654,5084972;3608,920417;3675,378418
;;;;;;;;;370,6370637;629,3629363;42,43431282;700,10001;684,0622763;3604,059637;3706,717238
;;;;;;;;;370,7370737;629,2629263;122,1666026;710,10001;712,8896458;3609,406967;3666,968742
;;;;;;;;;370,8370837;629,1629163;810,2632222;720,10001;740,8768371;3609,432318;3701,717185
;;;;;;;;;370,9370937;629,0629063;509,8350853;730,10001;767,9133975;3597,523317;3705,666027
;;;;;;;;;371,0371037;628,9628963;162,9026635;740,10001;793,8926261;3591,256639;3739,698428
;;;;;;;;;371,1371137;628,8628863;310,1862034;750,10001;818,7119949;3598,63494;3667,190675
;;;;;;;;;371,2371237;628,7628763;47,93179789;760,10001;842,273553;3596,654623;3723,159346
;;;;;;;;;371,3371337;628,6628663;675,2329808;770,10001;864,4843137;3601,397208;3663,394104
;;;;;;;;;371,4371437;628,5628563;531,6910536;780,10001;885,2566214;3600,156814;3758,172523
;;;;;;;;;371,5371537;628,4628463;472,0607816;790,10001;904,5084972;3608,389705;3669,971711
;;;;;;;;;371,6371637;628,3628363;971,2364939;800,10001;922,1639628;3602,211604;3753,898448
;;;;;;;;;371,7371737;628,2628263;450,1642661;810,10001;938,15334;3591,873822;3676,050774
;;;;;;;;;371,8371837;628,1628163;884,5541347;820,10001;952,4135262;3592,156539;3684,07006
;;;;;;;;;371,9371937;628,0628063;480,1898035;830,10001;964,8882429;3592,191864;3723,055107
;;;;;;;;;372,0372037;627,9627963;372,8647643;840,10001;975,5282581;3592,77022;3733,553323
;;;;;;;;;372,1372137;627,8627863;808,8947315;850,10001;984,2915806;3596,163174;3674,08556
;;;;;;;;;372,2372237;627,7627763;569,3234078;860,10001;991,1436254;3593,014426;3751,606031
;;;;;;;;;372,3372337;627,6627663;459,2850142;870,10001;996,0573507;3595,921218;3751,413234
;;;;;;;;;372,4372437;627,5627563;558,6241634;880,10001;999,0133642;3602,303426;3690,568476
;;;;;;;;;372,5372537;627,4627463;326,1272062;890,10001;1000;3600,995882;3767,252198
;;;;;;;;;372,6372637;627,3627363;218,5251394;900,10001;999,0133642;3602,848957;3707,88415
;;;;;;;;;372,7372737;627,2627263;969,7580398;910,10001;996,0573507;3609,740832;3679,160882
;;;;;;;;;372,8372837;627,1627163;671,9813402;920,10001;991,1436254;3609,685068;3713,627433
;;;;;;;;;372,9372937;627,0627063;670,8149127;930,10001;984,2915806;3600,639596;3761,770274
;;;;;;;;;373,0373037;626,9626963;662,1953616;940,10001;975,5282581;3603,229923;3689,314573
;;;;;;;;;373,1373137;626,8626863;504,5848046;950,10001;964,8882429;3596,657558;3771,465084
;;;;;;;;;373,2373237;626,7626763;209,3812619;960,10001;952,4135262;3599,831096;3718,493465
;;;;;;;;;373,3373337;626,6626663;122,8109859;970,10001;938,15334;3607,172517;3716,075225
;;;;;;;;;373,4373437;626,5626563;635,7509858;980,10001;922,1639628;3603,280785;3741,318833
;;;;;;;;;373,5373537;626,4626463;725,7780595;990,10001;904,5084972;3605,793064;3739,184684
;;;;;;;;;373,6373637;626,3626363;123,6847497;1000,10001;885,2566214;3602,939924;3724,966639
;;;;;;;;;373,7373737;626,2626263;816,3588752;0,100010001;864,4843137;3709,319111;3725,124004
;;;;;;;;;373,8373837;626,1626163;920,7894068;10,10001;842,273553;3696,746773;3743,840713
;;;;;;;;;373,9373937;626,0626063;37,36499252;20,10001;818,7119949;3693,687239;3711,719336
;;;;;;;;;374,0374037;625,9625963;850,3743808;30,10001;793,8926261;3707,639947;3735,25546
;;;;;;;;;374,1374137;625,8625863;898,0447695;40,10001;767,9133975;3693,470695;3755,817225
;;;;;;;;;374,2374237;625,7625763;401,8075547;50,10001;740,8768371;3690,184472;3766,660597
;;;;;;;;;374,3374337;625,6625663;175,8822991;60,10001;712,8896458;3709,874762;3739,546755
;;;;;;;;;374,4374437;625,5625563;274,7973454;70,10001;684,0622763;3692,560104;3782,327795
;;;;;;;;;374,5374537;625,4625463;252,7778997;80,10001;654,5084972;3700,997658;3698,874962
;;;;;;;;;374,6374637;625,3625363;601,0630133;90,10001;624,3449436;3709,382906;3712,671662
;;;;;;;;;374,7374737;625,2625263;29,94265041;100,10001;593,6906573;3690,577712;3787,074232
;;;;;;;;;374,8374837;625,1625163;48,37711998;110,10001;562,6666168;3702,716544;3745,763804
;;;;;;;;;374,9374937;625,0625063;607,2567681;120,10001;531,3952598;3693,908313;3768,173572
;;;;;;;;;375,0375038;624,9624962;347,5224456;130,10001;500;3693,487479;3728,190249
;;;;;;;;;375,1375138;624,8624862;621,1836418;140,10001;468,6047402;3706,997603;3776,535252
;;;;;;;;;375,2375238;624,7624762;943,7389278;150,10001;437,3333832;3705,280135;3791,948847
;;;;;;;;;375,3375338;624,6624662;488,2788121;160,10001;406,3093427;3704,259343;3781,48108
;;;;;;;;;375,4375438;624,5624562;796,847696;170,10001;375,6550564;3704,721591;3729,619034
;;;;;;;;;375,5375538;624,4624462;229,9299485;180,10001;345,4915028;3706,395004;3727,605056
;;;;;;;;;375,6375638;624,3624362;10,71693488;190,10001;315,9377237;3700,954933;3706,502451
;;;;;;;;;375,7375738;624,2624262;358,842732;200,10001;287,1103542;3707,532229;3769,291549
;;;;;;;;;375,8375838;624,1624162;389,5220972;210,10001;259,1231629;3702,402285;3758,063375
;;;;;;;;;375,9375938;624,0624062;552,9549761;220,10001;232,0866025;3706,472558;3785,569817
;;;;;;;;;376,0376038;623,9623962;156,2877021;230,10001;206,1073739;3697,286103;3764,284083
;;;;;;;;;376,1376138;623,8623862;983,8459997;240,10001;181,2880051;3701,248521;3714,337911
;;;;;;;;;376,2376238;623,7623762;955,831405;250,10001;157,726447;3693,522397;3790,597122
;;;;;;;;;376,3376338;623,6623662;284,7943549;260,10001;135,5156863;3693,57768;3732,939689
;;;;;;;;;376,4376438;623,5623562;390,3243847;270,10001;114,7433786;3694,023068;3758,936591
;;;;;;;;;376,5376538;623,4623462;109,1653405;280,10001;95,49150281;3695,204289;3724,076687
;;;;;;;;;376,6376638;623,3623362;86,88998496;290,10001;77,83603725;3700,415996;3767,468265
;;;;;;;;;376,7376738;623,2623262;657,1784931;300,10001;61,84665998;3705,207217;3771,728623
;;;;;;;;;376,8376838;623,1623162;819,3576926;310,10001;47,58647377;3702,508391;3759,510269
;;;;;;;;;376,9376938;623,0623062;168,2269005;320,10001;35,11175706;3690,257766;3732,229349
;;;;;;;;;377,0377038;622,9622962;476,9470219;330,10001;24,47174185;3703,443535;3729,452014
;;;;;;;;;377,1377138;622,8622862;242,1314711;340,10001;15,70841944;3690,984804;3794,091619
;;;;;;;;;377,2377238;622,7622762;361,9282557;350,10001;8,856374636;3708,202844;3810,932133
;;;;;;;;;377,3377338;622,6622662;234,3277437;360,10001;3,942649343;3696,76283;3781,174373
;;;;;;;;;377,4377438;622,5622562;477,021554;370,10001;0,986635786;3697,458912;3790,703169
;;;;;;;;;377,5377538;622,4622462;933,912381;380,10001;0;3701,914195;3799,170086
;;;;;;;;;377,6377638;622,3622362;59,97605452;390,10001;0,986635786;3701,472916;3759,637702
;;;;;;;;;377,7377738;622,2622262;888,6459239;400,10001;3,942649343;3702,72832;3803,116837
;;;;;;;;;377,8377838;622,1622162;758,0205728;410,10001;8,856374636;3706,883548;3728,54506
;;;;;;;;;377,9377938;622,0622062;276,3300407;420,10001;15,70841944;3698,659723;3746,975086
;;;;;;;;;378,0378038;621,9621962;94,67775105;430,10001;24,47174185;3703,195806;3775,639093
;;;;;;;;;378,1378138;621,8621862;159,8314185;440,10001;35,11175706;3707,332062;3820,379291
;;;;;;;;;378,2378238;621,7621762;84,17507744;450,10001;47,58647377;3705,740691;3788,136643
;;;;;;;;;378,3378338;621,6621662;542,8379232;460,10001;61,84665998;3705,858624;3771,777967
;;;;;;;;;378,4378438;621,5621562;419,5537782;470,10001;77,83603725;3703,46252;3796,523482
;;;;;;;;;378,5378538;621,4621462;223,5163873;480,10001;95,49150281;3695,289686;3743,191893
;;;;;;;;;378,6378638;621,3621362;70,47898655;490,10001;114,7433786;3703,188802;3784,756648
;;;;;;;;;378,7378738;621,2621262;351,2279874;500,10001;135,5156863;3709,810551;3787,606185
;;;;;;;;;378,8378838;621,1621162;421,2343982;510,10001;157,726447;3695,343066;3764,12588
;;;;;;;;;378,9378938;621,0621062;113,6438602;520,10001;181,2880051;3707,084166;3798,202927
